pick,pick,natural,natural
Chain Lightning,Storm,843,166
Lightning Bolt,Storm,580,56
Thunder Crash,Ice,526,792
Void Strike,Darkness,652,383
Storm Surge,Storm,411,624
Chain Lightning,Darkness,50,780
Ice Shard,Darkness,566,780
Ice Age,Darkness,771,250
Tempest Fury,Darkness,937,626
Thunder Crash,Storm,759,954
Ice Age,Storm,450,517
Dark Nova,Storm,579,427
Ice Shard,Ice,78,319
Ice Age,Storm,248,305
Thunder Crash,Storm,512,39
Lightning Bolt,Storm,275,518
Shadow Veil,Storm,396,891
Infinite Darkness,Storm,158,732
Glacial Spike,Ice,427,551
Nightmare Curse,Ice,328,643
Lightning Bolt,Storm,168,903
Frostbite,Storm,87,662
Nightmare Curse,Storm,14,773
Lightning Bolt,Storm,804,81
Winter's Wrath,Darkness,209,352
Infinite Darkness,Ice,989,695
Nightmare Curse,Ice,588,450
Frozen Prison,Ice,134,799
Infinite Darkness,Ice,483,959
Ice Age,Darkness,235,14
Frostbite,Storm,133,434
Infinite Darkness,Darkness,423,283
Frostbite,Storm,808,672
Nightmare Curse,Ice,98,955
Winter's Wrath,Darkness,124,228
Chain Lightning,Darkness,223,599
Chain Lightning,Darkness,727,72
Abyssal Wrath,Darkness,902,125
Dark Eclipse,Storm,341,52
Dark Eclipse,Ice,367,872
Blizzard Strike,Ice,353,697
Blizzard Strike,Storm,36,239
Thunderstorm,Ice,897,34
Infinite Darkness,Ice,91,839
Winter's Wrath,Ice,145,40
Abyssal Wrath,Storm,201,912
Abyssal Wrath,Darkness,336,410
Hurricane Call,Darkness,804,519
Lightning Bolt,Ice,234,69
Chain Lightning,Darkness,599,505
Shadow Veil,Darkness,525,5
Infinite Darkness,Ice,94,502
Infinite Darkness,Storm,469,785
Tempest Fury,Storm,507,290
Void Strike,Storm,356,343
Storm Surge,Darkness,950,780
Blizzard Strike,Storm,36,583
Frozen Prison,Ice,829,47
Thunderstorm,Darkness,769,368
Abyssal Wrath,Storm,396,498
Tempest Fury,Ice,749,356
Nightmare Curse,Ice,449,526
Winter's Wrath,Ice,867,112
Thunderstorm,Storm,996,472
Absolute Zero,Storm,741,831
Dark Eclipse,Ice,570,25
Tempest Fury,Ice,984,959
Frostbite,Storm,127,360
Glacial Spike,Ice,178,725
Dark Eclipse,Darkness,955,273
Tempest Fury,Darkness,532,850
Abyssal Wrath,Darkness,337,762
Ice Age,Ice,705,225
Tempest Fury,Darkness,184,921
Blizzard Strike,Ice,260,628
Glacial Spike,Storm,86,944
Ice Shard,Darkness,656,577
Dark Eclipse,Ice,948,720
Thunder Crash,Storm,261,344
Tempest Fury,Darkness,59,731
Thunderstorm,Ice,244,59
Lightning Bolt,Darkness,451,493
Frostbite,Ice,963,341
Lightning Bolt,Storm,872,844
Lightning Bolt,Storm,310,142
Thunder Crash,Darkness,619,755
Thunder Crash,Ice,823,872
Infinite Darkness,Darkness,340,402
Thunderstorm,Ice,305,611
Void Strike,Storm,114,12
Ice Shard,Storm,683,129
Frostbite,Darkness,569,583
Winter's Wrath,Darkness,374,635
Chain Lightning,Ice,703,954
Glacial Spike,Ice,60,257
Tempest Fury,Ice,171,97
Shadow Veil,Ice,251,773
Frozen Prison,Storm,38,920
Shadow Veil,Storm,219,909
Infinite Darkness,Ice,356,975
Shadow Veil,Ice,342,537
Void Strike,Storm,200,981
Glacial Spike,Darkness,235,503
Winter's Wrath,Darkness,596,114
Thunder Crash,Darkness,460,868
Tempest Fury,Darkness,52,463
Ice Shard,Ice,648,552
Absolute Zero,Ice,256,521
Storm Surge,Darkness,69,271
Blizzard Strike,Storm,766,244
Storm Surge,Darkness,325,686
Blizzard Strike,Darkness,483,552
Tempest Fury,Ice,892,848
Ice Shard,Storm,515,892
Hurricane Call,Ice,586,841
Frostbite,Darkness,696,675
Infinite Darkness,Ice,6,778
Dark Eclipse,Darkness,383,71
Winter's Wrath,Darkness,700,923
Storm Surge,Ice,916,455
Dark Eclipse,Storm,834,347
Shadow Veil,Darkness,255,396
Chain Lightning,Storm,934,759
Frostbite,Darkness,686,190
Ice Shard,Darkness,633,867
Ice Age,Ice,898,835
Storm Surge,Storm,293,120
Void Strike,Storm,436,768
Dark Eclipse,Ice,960,340
Storm Surge,Storm,156,569
Abyssal Wrath,Ice,781,415
Void Strike,Darkness,623,880
Absolute Zero,Storm,135,843
Winter's Wrath,Storm,558,235
Thunder Crash,Darkness,315,68
Shadow Veil,Storm,390,706
Storm Surge,Ice,223,107
Void Strike,Ice,779,285
Nightmare Curse,Ice,614,927
Infinite Darkness,Darkness,217,684
Absolute Zero,Ice,619,132
Frostbite,Darkness,984,574
Absolute Zero,Storm,456,39
Blizzard Strike,Storm,938,239
Infinite Darkness,Ice,54,990
Storm Surge,Darkness,70,257
Thunder Crash,Storm,175,957
Hurricane Call,Storm,915,882
Absolute Zero,Storm,307,854
Winter's Wrath,Storm,427,89
Abyssal Wrath,Storm,501,262
Blizzard Strike,Storm,495,953
Ice Shard,Storm,645,602
Thunderstorm,Ice,544,810
Nightmare Curse,Ice,818,670
Lightning Bolt,Storm,102,870
Shadow Veil,Darkness,452,804
Tempest Fury,Storm,413,657
Blizzard Strike,Storm,370,818
Storm Surge,Storm,659,777
Blizzard Strike,Darkness,727,915
Frostbite,Ice,854,85
Hurricane Call,Ice,502,651
Abyssal Wrath,Darkness,954,333
Infinite Darkness,Storm,86,511
Storm Surge,Ice,400,371
Ice Age,Ice,798,776
Void Strike,Storm,378,553
Glacial Spike,Storm,379,481
Winter's Wrath,Ice,598,529
Void Strike,Ice,708,967
Glacial Spike,Storm,99,804
Dark Eclipse,Storm,26,3
Absolute Zero,Darkness,130,881
Winter's Wrath,Ice,436,941
Winter's Wrath,Storm,386,500
Storm Surge,Storm,110,158
Thunder Crash,Darkness,958,767
Blizzard Strike,Storm,630,986
Ice Shard,Darkness,344,999
Dark Eclipse,Ice,762,520
Hurricane Call,Ice,389,928
Void Strike,Storm,922,263
Lightning Bolt,Storm,473,619
Hurricane Call,Storm,388,703
Ice Shard,Darkness,106,654
Dark Nova,Storm,981,596
Infinite Darkness,Darkness,282,6
Thunder Crash,Darkness,865,145
Winter's Wrath,Darkness,148,541
Thunderstorm,Darkness,438,782
Abyssal Wrath,Darkness,153,627
Dark Eclipse,Storm,282,381
Chain Lightning,Ice,828,763
Tempest Fury,Storm,885,499
Storm Surge,Ice,290,399
Dark Nova,Darkness,396,453
Absolute Zero,Ice,437,937
Thunder Crash,Darkness,201,899
Frostbite,Darkness,488,691
Frozen Prison,Darkness,494,252
Absolute Zero,Darkness,65,503
Blizzard Strike,Darkness,2,256
Chain Lightning,Ice,978,746
Ice Shard,Darkness,396,743
Ice Shard,Storm,740,583
Ice Shard,Darkness,384,80
Tempest Fury,Ice,657,242
Hurricane Call,Ice,283,90
Frozen Prison,Ice,604,202
Ice Age,Ice,298,986
Ice Shard,Ice,999,795
Abyssal Wrath,Storm,262,429
Nightmare Curse,Darkness,509,532
Glacial Spike,Darkness,9,786
Dark Nova,Darkness,642,351
Thunderstorm,Darkness,27,534
Thunderstorm,Ice,391,302
Blizzard Strike,Storm,317,259
Void Strike,Darkness,525,62
Tempest Fury,Darkness,769,683
Blizzard Strike,Darkness,622,544
Nightmare Curse,Ice,292,659
Dark Eclipse,Darkness,695,952
Dark Eclipse,Ice,162,578
Nightmare Curse,Storm,992,589
Ice Shard,Ice,147,629
Dark Eclipse,Storm,939,624
Ice Shard,Storm,784,974
Winter's Wrath,Storm,877,322
Dark Eclipse,Storm,354,46
Hurricane Call,Ice,333,200
Tempest Fury,Ice,428,683
Absolute Zero,Storm,563,844
Shadow Veil,Ice,782,196
Void Strike,Ice,347,814
Thunderstorm,Ice,188,324
Thunderstorm,Storm,281,600
Shadow Veil,Storm,220,940
Ice Shard,Storm,936,229
Hurricane Call,Storm,362,288
Chain Lightning,Ice,892,379
Frozen Prison,Storm,962,563
Chain Lightning,Ice,888,168
Ice Shard,Storm,153,572
Storm Surge,Storm,62,178
Lightning Bolt,Storm,461,36
Winter's Wrath,Ice,604,659
Shadow Veil,Storm,907,52
Glacial Spike,Darkness,90,352
Infinite Darkness,Darkness,118,198
Thunder Crash,Storm,982,664
Ice Age,Darkness,926,305
Blizzard Strike,Ice,40,908
Infinite Darkness,Ice,89,325
Hurricane Call,Darkness,458,396
Glacial Spike,Storm,623,956
Absolute Zero,Storm,500,627
Nightmare Curse,Storm,124,345
Glacial Spike,Darkness,53,975
Ice Shard,Storm,553,771
Ice Age,Storm,641,986
Glacial Spike,Ice,131,318
Absolute Zero,Ice,105,653
Nightmare Curse,Ice,594,670
Nightmare Curse,Ice,695,124
Glacial Spike,Storm,984,158
Tempest Fury,Storm,559,119
Ice Age,Darkness,807,448
Thunder Crash,Ice,372,634
Tempest Fury,Storm,834,656
Dark Nova,Darkness,754,218
Lightning Bolt,Storm,163,275
Blizzard Strike,Storm,369,86
Chain Lightning,Darkness,860,814
Absolute Zero,Ice,482,451
Hurricane Call,Storm,231,985
Abyssal Wrath,Darkness,944,530
Absolute Zero,Storm,50,595
Shadow Veil,Ice,635,363
Winter's Wrath,Ice,798,928
Dark Eclipse,Darkness,947,104
Frostbite,Ice,702,461
Chain Lightning,Storm,174,972
Void Strike,Ice,774,386
Thunderstorm,Darkness,972,252
Shadow Veil,Ice,789,350
Thunderstorm,Ice,390,824
Winter's Wrath,Storm,988,146
Ice Age,Storm,680,852
Winter's Wrath,Darkness,177,535
Frostbite,Storm,126,375
Abyssal Wrath,Storm,335,872
Abyssal Wrath,Ice,69,144
Nightmare Curse,Storm,980,42
Infinite Darkness,Ice,658,460
Void Strike,Storm,351,917
Blizzard Strike,Storm,206,650
Hurricane Call,Darkness,156,707
Chain Lightning,Darkness,951,138
Lightning Bolt,Storm,946,22
Tempest Fury,Storm,639,940
Ice Age,Darkness,619,164
Blizzard Strike,Darkness,584,296
Dark Eclipse,Ice,132,78
Absolute Zero,Darkness,448,1
Infinite Darkness,Ice,439,909
Infinite Darkness,Storm,278,345
Thunder Crash,Storm,115,529
Void Strike,Darkness,740,337
Absolute Zero,Darkness,45,935
Tempest Fury,Storm,121,326
Dark Nova,Darkness,709,375
Absolute Zero,Storm,811,283
Blizzard Strike,Storm,137,544
Glacial Spike,Ice,359,57
Thunderstorm,Ice,169,200
Abyssal Wrath,Ice,246,961
Tempest Fury,Ice,113,317
Chain Lightning,Darkness,775,55
Dark Nova,Storm,349,242
Tempest Fury,Ice,93,260
Storm Surge,Ice,295,177
Lightning Bolt,Ice,815,332
Absolute Zero,Ice,293,685
Chain Lightning,Storm,320,777
Nightmare Curse,Ice,745,318
Frostbite,Darkness,718,735
Storm Surge,Ice,618,353
Winter's Wrath,Storm,418,809
Absolute Zero,Darkness,28,669
Lightning Bolt,Darkness,843,711
Frostbite,Ice,30,658
Storm Surge,Darkness,582,896
Infinite Darkness,Storm,878,195
Nightmare Curse,Storm,59,552
Infinite Darkness,Ice,996,786
Dark Eclipse,Storm,566,852
Thunder Crash,Ice,164,985
Winter's Wrath,Storm,625,804
Infinite Darkness,Darkness,431,852
Absolute Zero,Ice,537,154
Lightning Bolt,Ice,698,987
Ice Shard,Ice,604,116
Void Strike,Ice,822,644
Dark Eclipse,Darkness,206,930
Thunderstorm,Darkness,587,721
Tempest Fury,Darkness,724,516
Absolute Zero,Storm,48,693
Lightning Bolt,Storm,882,704
Nightmare Curse,Darkness,655,561
Glacial Spike,Ice,410,205
Shadow Veil,Ice,629,133
Ice Shard,Storm,881,597
Dark Nova,Darkness,344,388
Ice Shard,Darkness,789,186
Glacial Spike,Storm,727,373
Blizzard Strike,Darkness,102,697
Blizzard Strike,Storm,149,969
Infinite Darkness,Storm,573,489
Frozen Prison,Ice,809,254
Thunder Crash,Ice,39,960
Shadow Veil,Storm,446,980
Blizzard Strike,Storm,500,499
Hurricane Call,Darkness,232,605
Infinite Darkness,Ice,202,816
Blizzard Strike,Storm,490,389
Glacial Spike,Storm,633,161
Storm Surge,Ice,508,621
Storm Surge,Storm,139,750
Abyssal Wrath,Storm,688,873
Ice Age,Ice,490,569
Lightning Bolt,Ice,650,230
Dark Eclipse,Darkness,947,401
Ice Age,Darkness,315,430
Blizzard Strike,Darkness,532,460
Blizzard Strike,Darkness,641,199
Ice Age,Ice,638,892
Infinite Darkness,Ice,452,642
Shadow Veil,Ice,838,504
Ice Age,Darkness,257,419
Tempest Fury,Darkness,985,929
Dark Eclipse,Darkness,474,604
Nightmare Curse,Storm,200,713
Ice Shard,Darkness,560,347
Void Strike,Darkness,722,508
Hurricane Call,Darkness,952,601
Thunderstorm,Ice,718,958
Shadow Veil,Ice,623,394
Winter's Wrath,Darkness,614,468
Chain Lightning,Ice,848,408
Glacial Spike,Ice,232,260
Nightmare Curse,Darkness,558,443
Dark Eclipse,Darkness,711,437
Thunderstorm,Ice,617,155
Frozen Prison,Darkness,519,283
Dark Eclipse,Ice,739,39
Thunder Crash,Ice,640,766
Thunderstorm,Darkness,336,973
Winter's Wrath,Darkness,346,668
Ice Age,Storm,233,565
Abyssal Wrath,Darkness,776,775
Abyssal Wrath,Darkness,632,460
Ice Age,Ice,930,269
Absolute Zero,Storm,190,237
Winter's Wrath,Ice,462,301
Winter's Wrath,Ice,260,373
Infinite Darkness,Darkness,795,11
Abyssal Wrath,Darkness,303,451
Thunder Crash,Storm,222,957
Shadow Veil,Ice,946,141
Ice Shard,Storm,903,119
Infinite Darkness,Darkness,442,54
Dark Eclipse,Ice,386,109
Shadow Veil,Darkness,333,784
Dark Nova,Darkness,805,419
Hurricane Call,Ice,254,165
Tempest Fury,Storm,493,886
Shadow Veil,Darkness,931,521
Hurricane Call,Ice,447,782
Storm Surge,Ice,397,118
Nightmare Curse,Ice,511,139
Void Strike,Darkness,907,442
Lightning Bolt,Ice,280,559
Thunder Crash,Ice,9,762
Abyssal Wrath,Storm,692,107
Absolute Zero,Ice,69,393
Frozen Prison,Ice,472,538
Blizzard Strike,Storm,204,632
Nightmare Curse,Ice,902,97
Glacial Spike,Ice,445,248
Blizzard Strike,Ice,732,940
Abyssal Wrath,Storm,807,805
Frostbite,Ice,280,932
Frostbite,Darkness,356,643
Ice Shard,Storm,236,228
Shadow Veil,Darkness,33,673
Storm Surge,Storm,956,979
Infinite Darkness,Darkness,207,753
Thunder Crash,Storm,54,741
Nightmare Curse,Darkness,40,968
Thunder Crash,Ice,620,182
Ice Shard,Storm,643,407
Abyssal Wrath,Ice,710,728
Tempest Fury,Storm,954,671
Ice Age,Ice,192,848
Dark Nova,Storm,378,98
Tempest Fury,Storm,145,41
Ice Age,Ice,19,288
Absolute Zero,Ice,212,325
Dark Eclipse,Storm,11,141
Dark Eclipse,Storm,305,926
Nightmare Curse,Darkness,746,64
Ice Shard,Storm,145,581
Frozen Prison,Darkness,781,285
Storm Surge,Darkness,180,636
Chain Lightning,Ice,774,613
Thunder Crash,Darkness,969,835
Absolute Zero,Darkness,717,21
Dark Nova,Darkness,963,219
Dark Eclipse,Darkness,465,227
Tempest Fury,Darkness,43,884
Nightmare Curse,Storm,714,755
Nightmare Curse,Ice,657,19
Tempest Fury,Storm,186,51
Frozen Prison,Ice,505,195
Chain Lightning,Darkness,249,242
Ice Age,Darkness,684,721
Shadow Veil,Ice,360,254
Storm Surge,Darkness,221,860
Void Strike,Ice,489,744
Void Strike,Darkness,564,193
Hurricane Call,Darkness,286,999
Dark Eclipse,Ice,434,933
Thunder Crash,Darkness,786,397
Storm Surge,Storm,164,63
Absolute Zero,Darkness,302,977
Infinite Darkness,Darkness,513,742
Frostbite,Storm,56,212
Frozen Prison,Darkness,951,349
Shadow Veil,Darkness,81,348
Chain Lightning,Storm,89,667
Ice Shard,Storm,152,650
Absolute Zero,Ice,757,657
Absolute Zero,Storm,328,645
Absolute Zero,Ice,124,732
Storm Surge,Darkness,808,820
Frostbite,Storm,335,67
Blizzard Strike,Storm,843,21
Abyssal Wrath,Ice,595,977
Chain Lightning,Ice,479,165
Infinite Darkness,Storm,926,828
Blizzard Strike,Ice,744,399
Frostbite,Ice,312,909
Frostbite,Storm,50,894
Thunder Crash,Storm,452,871
Chain Lightning,Storm,487,866
Absolute Zero,Ice,273,86
Blizzard Strike,Ice,927,177
Lightning Bolt,Darkness,375,860
Nightmare Curse,Storm,381,743
Tempest Fury,Storm,278,464
Glacial Spike,Darkness,983,358
Void Strike,Storm,723,61
Infinite Darkness,Storm,280,515
Frostbite,Darkness,773,719
Frozen Prison,Ice,665,801
Hurricane Call,Darkness,742,152
Absolute Zero,Darkness,996,105
Shadow Veil,Ice,576,697
Thunder Crash,Storm,92,833
Lightning Bolt,Ice,785,417
Winter's Wrath,Darkness,631,510
Blizzard Strike,Storm,726,561
Void Strike,Storm,240,88
Frostbite,Storm,423,30
Ice Shard,Ice,351,373
Tempest Fury,Ice,575,463
Absolute Zero,Storm,170,772
Thunder Crash,Darkness,848,97
Absolute Zero,Storm,346,318
Void Strike,Ice,182,208
Dark Nova,Darkness,980,326
Infinite Darkness,Ice,181,541
Storm Surge,Ice,544,72
Glacial Spike,Ice,717,796
Thunder Crash,Darkness,12,635
Infinite Darkness,Storm,743,124
Storm Surge,Storm,599,772
Ice Shard,Ice,280,515
Dark Nova,Storm,699,296
Ice Shard,Ice,248,216
Ice Age,Darkness,899,800
Nightmare Curse,Darkness,593,601
Shadow Veil,Darkness,970,702
Thunder Crash,Darkness,628,207
Dark Eclipse,Darkness,178,919
Shadow Veil,Storm,469,737
Blizzard Strike,Ice,84,255
Abyssal Wrath,Darkness,797,419
Ice Age,Ice,577,422
Hurricane Call,Ice,862,528
Absolute Zero,Storm,862,986
Nightmare Curse,Darkness,144,142
Ice Shard,Darkness,297,352
Nightmare Curse,Darkness,166,631
Blizzard Strike,Storm,503,946
Storm Surge,Storm,941,59
Storm Surge,Darkness,985,422
Dark Nova,Ice,870,818
Dark Eclipse,Storm,233,261
Nightmare Curse,Darkness,223,695
Thunder Crash,Darkness,886,464
Dark Nova,Ice,441,418
Storm Surge,Ice,327,338
Absolute Zero,Darkness,572,431
Glacial Spike,Ice,144,226
Ice Age,Storm,378,157
Absolute Zero,Ice,506,259
Blizzard Strike,Storm,652,747
Void Strike,Darkness,933,771
Void Strike,Storm,506,73
Hurricane Call,Ice,220,608
Storm Surge,Storm,702,440
Winter's Wrath,Ice,278,706
Nightmare Curse,Darkness,678,188
Ice Age,Darkness,178,942
Dark Eclipse,Darkness,130,780
Storm Surge,Ice,543,901
Dark Eclipse,Darkness,403,787
Abyssal Wrath,Storm,407,850
Frostbite,Ice,83,140
Ice Shard,Darkness,549,534
Ice Shard,Storm,29,734
Tempest Fury,Darkness,89,194
Infinite Darkness,Storm,253,112
Infinite Darkness,Ice,752,873
Thunderstorm,Darkness,187,377
Winter's Wrath,Ice,404,228
Chain Lightning,Darkness,754,281
Tempest Fury,Ice,287,848
Dark Eclipse,Ice,250,28
Shadow Veil,Darkness,369,601
Absolute Zero,Storm,751,870
Blizzard Strike,Storm,241,842
Glacial Spike,Storm,819,976
Ice Age,Storm,493,53
Dark Nova,Storm,336,8
Shadow Veil,Darkness,768,466
Ice Shard,Storm,313,78
Thunder Crash,Darkness,113,392
Thunder Crash,Ice,634,306
Shadow Veil,Darkness,508,893
Infinite Darkness,Storm,38,468
Ice Shard,Ice,806,475
Tempest Fury,Ice,449,684
Ice Shard,Ice,849,144
Thunderstorm,Darkness,303,828
Hurricane Call,Ice,832,757
Storm Surge,Darkness,161,319
Blizzard Strike,Darkness,547,878
Frozen Prison,Ice,508,206
Dark Nova,Darkness,691,320
Infinite Darkness,Ice,823,990
Chain Lightning,Darkness,812,8
Infinite Darkness,Darkness,608,126
Dark Eclipse,Storm,217,413
Shadow Veil,Darkness,529,226
Thunder Crash,Storm,8,768
Blizzard Strike,Ice,281,992
Chain Lightning,Ice,330,189
Dark Eclipse,Darkness,466,958
Blizzard Strike,Storm,868,163
Ice Age,Storm,797,232
Winter's Wrath,Darkness,963,704
Dark Nova,Storm,69,874
Absolute Zero,Darkness,283,338
Dark Nova,Ice,210,960
Thunderstorm,Darkness,485,674
Lightning Bolt,Darkness,382,138
Storm Surge,Darkness,527,170
Ice Age,Darkness,983,686
Chain Lightning,Ice,881,808
Lightning Bolt,Storm,265,531
Lightning Bolt,Ice,95,87
Glacial Spike,Darkness,609,296
Nightmare Curse,Storm,419,762
Infinite Darkness,Darkness,21,317
Ice Age,Storm,739,203
Thunderstorm,Darkness,976,411
Dark Nova,Darkness,661,828
Abyssal Wrath,Darkness,602,413
Dark Eclipse,Ice,280,977
Lightning Bolt,Darkness,934,143
Ice Age,Storm,718,677
Frostbite,Darkness,139,377
Absolute Zero,Darkness,774,398
Nightmare Curse,Darkness,897,324
Frostbite,Darkness,801,890
Dark Nova,Ice,804,748
Shadow Veil,Storm,328,473
Blizzard Strike,Storm,357,139
Tempest Fury,Storm,272,880
Thunderstorm,Darkness,974,101
Frostbite,Ice,522,817
Frozen Prison,Darkness,661,913
Lightning Bolt,Ice,462,327
Nightmare Curse,Darkness,645,500
Infinite Darkness,Storm,560,313
Thunderstorm,Ice,199,733
Frozen Prison,Ice,469,804
Dark Nova,Darkness,756,902
Glacial Spike,Storm,835,101
Dark Nova,Darkness,367,631
Absolute Zero,Darkness,43,466
Absolute Zero,Storm,405,278
Void Strike,Ice,385,6
Thunderstorm,Ice,542,31
Ice Age,Darkness,768,924
Storm Surge,Storm,865,773
Thunder Crash,Storm,728,229
Glacial Spike,Storm,911,958
Absolute Zero,Ice,754,820
Tempest Fury,Ice,456,585
Ice Shard,Storm,58,13
Ice Shard,Darkness,208,54
Infinite Darkness,Darkness,863,676
Ice Age,Storm,770,896
Infinite Darkness,Darkness,215,390
Glacial Spike,Storm,78,101
Glacial Spike,Darkness,920,304
Ice Shard,Darkness,433,471
Void Strike,Darkness,543,76
Frostbite,Ice,981,616
Chain Lightning,Ice,494,929
Lightning Bolt,Darkness,712,336
Abyssal Wrath,Darkness,381,257
Absolute Zero,Storm,562,955
Nightmare Curse,Ice,848,114
Glacial Spike,Ice,6,162
Hurricane Call,Storm,59,654
Chain Lightning,Darkness,984,169
Hurricane Call,Ice,150,722
Thunder Crash,Ice,712,31
Winter's Wrath,Storm,878,488
Ice Age,Ice,888,240
Ice Age,Ice,662,864
Ice Age,Ice,551,937
Dark Eclipse,Ice,644,522
Glacial Spike,Storm,207,17
Lightning Bolt,Darkness,828,406
Winter's Wrath,Storm,290,396
Chain Lightning,Ice,926,189
Frozen Prison,Darkness,471,554
Thunder Crash,Ice,774,995
Tempest Fury,Storm,980,684
Nightmare Curse,Storm,854,698
Ice Shard,Darkness,847,711
Blizzard Strike,Darkness,274,973
Glacial Spike,Storm,432,815
Ice Age,Ice,768,264
Frostbite,Darkness,950,162
Ice Age,Storm,647,949
Absolute Zero,Darkness,461,527
Frostbite,Storm,465,246
Storm Surge,Darkness,309,226
Storm Surge,Ice,756,45
Blizzard Strike,Storm,579,51
Blizzard Strike,Storm,914,422
Ice Shard,Ice,125,648
Winter's Wrath,Darkness,886,103
Thunder Crash,Darkness,250,6
Lightning Bolt,Storm,481,671
Void Strike,Storm,484,979
Tempest Fury,Darkness,36,485
Frostbite,Storm,143,35
Shadow Veil,Darkness,693,4
Abyssal Wrath,Storm,410,695
Absolute Zero,Ice,423,832
Frozen Prison,Darkness,865,167
Void Strike,Storm,582,829
Lightning Bolt,Darkness,447,909
Winter's Wrath,Ice,999,780
Ice Shard,Ice,861,532
